,Shift,Metabolite,Peak name,Metabolite_Reannotated,Metabolite_name_R,Lower,Upper,W632_d0_TS,W632_d24_TS,W632_RB_TS,W636_d0_TR,W636_d24_TR,W636_RB_TR,W641_d0_TR,W641_d24_TR,W641_RB_TR,W642_d0_TR,W642_d24_TR,W642_RB_TR,W643_d0_TR,W643_d24_TR,W643_RB_TR,W646_d0_TS,W646_d24_TS,W646_RB_TS,W649_d0_TR,W649_d24_TR,W649_RB_TR,W652_d0_TS,W652_d24_TS,W652_RB_TS,W656_d0_TR,W656_d24_TR,W656_RB_TR,W661_d0_TR,W661_d24_TR,W661_RB_TR,W665_d0_TR,W665_d24_TR,W665_RB_TR,W666_d0_TS,W666_d24_TS,W666_RB_TS,W667_d0_TS,W667_d24_TS,W667_RB_TS,W668_d0_TS,W668_d24_TS,W668_RB_TS,W672_d0_TS,W672_d24_TS,W672_RB_TS,W675_d0_TS,W675_d24_TS,W675_RB_TS,W679_d0_TR,W679_d24_TR,W679_RB_TR 
665,1.765,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.0005707,0.00053405,0.00063177,0.00070805,0.00064762,0.00067606,0.00074585,0.00065895,0.00060609,0.00066057,0.00057413,0.00057843,0.00058993,0.00063385,0.00061357,0.00065936,0.00067378,0.00068904,0.00066677,0.00061654,0.00063597,0.00057509,0.00061779,0.0005554,0.0007605,0.00068278,0.00065937,0.00065498,0.0005741,0.00053343,0.00073778,0.00060873,0.00057529,0.00061799,0.00068751,0.00063173,0.00068706,0.00065392,0.00067779,0.00059557,0.0007163,0.00065802,0.00069898,0.00071975,0.00060694,0.0006401,0.00065457,0.00060265,0.00057126,0.00064309,0.00063795
666,1.755,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00068409,0.00064802,0.00079708,0.00087728,0.00074939,0.00085446,0.00093943,0.00078206,0.00078829,0.00080047,0.00069255,0.00075767,0.00069473,0.00075584,0.00078957,0.00078108,0.00079985,0.00090484,0.00080644,0.00072431,0.0008201,0.00069009,0.0007436,0.00068708,0.00092563,0.00082936,0.00083784,0.00080784,0.0006951,0.00067841,0.00089817,0.00069347,0.00073271,0.00074714,0.00081937,0.00078495,0.00083671,0.00076922,0.00084729,0.00071521,0.00081407,0.00084113,0.00079209,0.00082838,0.00077709,0.00075257,0.00078055,0.00074845,0.00069133,0.0007574,0.0008001
667,1.745,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00085191,0.00071681,0.00093611,0.0010123,0.0008403,0.00099682,0.00113593,0.00090651,0.00092277,0.00095156,0.00079414,0.00089978,0.00079212,0.00084698,0.00093382,0.00093367,0.00090069,0.00108126,0.00093816,0.00081842,0.00092348,0.00078406,0.00082892,0.00082253,0.00111682,0.00093951,0.00099261,0.00095047,0.0007953,0.00078912,0.00104879,0.00079009,0.00081948,0.00086809,0.00092996,0.00091759,0.00098229,0.00088761,0.00097862,0.00083376,0.00092648,0.00096594,0.00089598,0.00091561,0.00091252,0.00086219,0.00086792,0.00088561,0.0007911,0.00085085,0.00094341
668,1.735,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00104056,0.00092781,0.00128787,0.00127259,0.00108438,0.00146479,0.00147766,0.00117146,0.00131538,0.00120839,0.00106635,0.00134417,0.00092449,0.00110958,0.00135212,0.00115658,0.0012016,0.00160836,0.00114509,0.0010264,0.00130382,0.00095268,0.00103765,0.00117095,0.00137707,0.00121315,0.00144709,0.00117935,0.00105173,0.00115014,0.00132115,0.0010504,0.00116306,0.00107643,0.00123387,0.00133004,0.00120409,0.00113564,0.00146336,0.00104875,0.00117707,0.00138608,0.00108408,0.00119828,0.00131146,0.00107049,0.00111036,0.00123684,0.0009994,0.00109773,0.00136819
669,1.725,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00102077,0.00093275,0.00120436,0.00119675,0.00104063,0.0013101,0.00135095,0.00111688,0.00122276,0.00115725,0.00100935,0.00120009,0.00093187,0.00105852,0.0012506,0.00113026,0.00113805,0.00142914,0.00112653,0.00101774,0.00121331,0.00092765,0.00100972,0.00108773,0.00131079,0.0011253,0.00128732,0.00112557,0.00100207,0.00104531,0.00123451,0.00099569,0.00109656,0.00104365,0.00114826,0.00121204,0.00114052,0.00110168,0.00130136,0.00100222,0.00112328,0.00125028,0.00103104,0.00113222,0.00118347,0.00105447,0.00107728,0.00114389,0.00096196,0.00106358,0.00125248
670,1.715,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00094753,0.00090359,0.00115213,0.00110037,0.00103307,0.00122335,0.00118912,0.00107446,0.00113848,0.00105212,0.0009485,0.00110916,0.00091811,0.00101292,0.00117832,0.00102126,0.00106636,0.00131403,0.0010333,0.00101163,0.0011628,0.00087707,0.00099226,0.00101768,0.00119915,0.00108117,0.00118004,0.00103732,0.00096631,0.00098392,0.00114317,0.00100601,0.00106031,0.00098252,0.00111451,0.00114829,0.00108997,0.00107946,0.00125133,0.00093442,0.0010973,0.001217,0.00100976,0.00110917,0.00114195,0.00098739,0.00106445,0.00109858,0.0009282,0.00106286,0.00118283
671,1.705,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00097169,0.00100143,0.00125023,0.00113696,0.00114641,0.00131435,0.00120098,0.00117969,0.00121919,0.001077,0.00103246,0.00115635,0.00101671,0.00111907,0.00127535,0.00102858,0.00117987,0.00137063,0.00110093,0.00111213,0.00127953,0.00093017,0.00108372,0.00110462,0.00121465,0.00116601,0.00125479,0.0010355,0.00106233,0.00104007,0.00116044,0.00110827,0.00117582,0.00105749,0.00120906,0.00126735,0.00115218,0.00118998,0.00136587,0.00102324,0.00120714,0.00130492,0.00109176,0.00123488,0.0012242,0.00107267,0.00118964,0.00119046,0.00097792,0.00121282,0.00129552
672,1.695,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00096161,0.00103364,0.00119108,0.00111064,0.00117568,0.00125184,0.00112439,0.0011977,0.00114211,0.00105584,0.00102553,0.00109696,0.00105914,0.00115695,0.00120463,0.00103347,0.00114824,0.00124034,0.00109605,0.00116004,0.00125531,0.00095113,0.00111808,0.00105219,0.00116699,0.00114411,0.00116014,0.00103209,0.0010429,0.00095493,0.0011423,0.0011502,0.00113938,0.00106102,0.00122281,0.0011868,0.00111408,0.00120422,0.00127906,0.00102016,0.00123488,0.00128167,0.00113578,0.00127927,0.00118762,0.00106124,0.00121926,0.00113746,0.00100061,0.0012408,0.0012182
673,1.685,Lysine Leucine,Lysine+Leucine,Lysine Leucine,,1.685,1.765,0.00103054,0.00107428,0.00113949,0.00117654,0.0011931,0.0011383,0.00121495,0.0012347,0.0010797,0.00110634,0.00101092,0.00095056,0.0011221,0.00119289,0.0011352,0.00108616,0.00116126,0.00107629,0.00116586,0.00120228,0.0012141,0.00100771,0.00114993,0.00097097,0.0012344,0.00118551,0.00107687,0.00111256,0.00103109,0.00088827,0.00118262,0.00119918,0.00111565,0.00111772,0.00123093,0.00112503,0.00117273,0.00121032,0.0011668,0.00106185,0.0012766,0.00114876,0.00122455,0.00130639,0.00110256,0.00112604,0.00124849,0.00106455,0.00106662,0.00125578,0.00114697
674,1.675,Leucine,Leucine,Leucine,,1.665,1.675,0.0009996,0.0010126,0.00106431,0.00115563,0.00118235,0.00108488,0.00118079,0.00119517,0.00100657,0.00107312,0.0009743,0.00088938,0.00110485,0.00112124,0.00102183,0.00104617,0.00112771,0.00101838,0.00114003,0.00116182,0.00115769,0.00097427,0.00110735,0.0009304,0.00120371,0.00112644,0.00099477,0.00105216,0.00097448,0.00083093,0.00114249,0.00117129,0.00106762,0.00108523,0.00117518,0.00104756,0.0011285,0.00115792,0.00110966,0.00102354,0.00123282,0.00109863,0.00119467,0.00124248,0.00103902,0.00109021,0.00122081,0.00101428,0.00103052,0.00119379,0.00108219
675,1.665,Leucine,Leucine,Leucine,,1.665,1.675,0.00092514,0.0009165,0.00091414,0.00105467,0.00103405,0.00087323,0.00105709,0.00107043,0.00085584,0.00097663,0.00086856,0.00071726,0.0010178,0.00099837,0.00082263,0.00095163,0.00098258,0.00081543,0.00104074,0.0010311,0.00095608,0.00091598,0.00100633,0.00077517,0.00108815,0.00102011,0.00082816,0.00096166,0.00087665,0.00069822,0.00105316,0.00104818,0.00091818,0.00097734,0.00105608,0.00087594,0.00104041,0.00102618,0.0008932,0.00094851,0.00110897,0.0008999,0.00108379,0.00110367,0.00083307,0.00101966,0.00109521,0.00086763,0.00094261,0.00108136,0.00088617
680,1.615,Lipides,Lipides,Lipides,Lipides.45,1.565,1.615,0.00084823,0.00087826,0.00083774,0.00083659,0.00074318,0.00073718,0.0008464,0.00084954,0.00077434,0.00085875,0.00081049,0.00080352,0.00092094,0.0008867,0.00078312,0.00083548,0.00088408,0.00081948,0.0008638,0.0007891,0.00080033,0.0009083,0.00087309,0.00079789,0.00082679,0.00086545,0.00085444,0.00090646,0.00083891,0.00099342,0.0008221,0.00087838,0.00077186,0.00080076,0.00086171,0.00080084,0.00091783,0.0008404,0.00081673,0.00081647,0.00091781,0.00083152,0.00093448,0.00088285,0.00077417,0.00086924,0.00094548,0.0008418,0.00084379,0.00086287,0.00078588
681,1.605,Lipides,Lipides,Lipides,Lipides.46,1.565,1.615,0.0012943,0.00116819,0.00110686,0.00105712,0.00068669,0.00086423,0.00113184,0.00093713,0.0010113,0.00116618,0.0010328,0.00127626,0.00125972,0.00116712,0.0011303,0.0011325,0.00107922,0.00118885,0.00112695,0.00083533,0.00109135,0.00136341,0.00102606,0.00116959,0.00097632,0.00112287,0.00132212,0.00123183,0.00107573,0.00173225,0.0009364,0.0010813,0.000961,0.00100596,0.00102674,0.00106891,0.00120423,0.00093674,0.00105498,0.00108996,0.00107955,0.0010829,0.0012047,0.00100421,0.00104354,0.00116325,0.00116213,0.00117687,0.00127763,0.00102163,0.00109915
682,1.595,Lipides,Lipides,Lipides,Lipides.47,1.565,1.615,0.002018,0.00161398,0.00161963,0.00138865,0.00066846,0.00116001,0.00153883,0.00107432,0.00136279,0.00165076,0.00138341,0.00197859,0.00179071,0.00163602,0.00173862,0.00159266,0.00139204,0.00180567,0.00152763,0.00092264,0.00160558,0.00201261,0.00124472,0.00164002,0.00128077,0.00148742,0.0020588,0.00169186,0.00144502,0.00280554,0.00115068,0.00145474,0.00129597,0.00137674,0.00132223,0.00155544,0.00164894,0.00115119,0.00151509,0.00154101,0.00134548,0.00147686,0.00162607,0.00119107,0.00151311,0.00165412,0.00150853,0.00167886,0.00203647,0.00132473,0.00163331
683,1.585,Lipides,Lipides,Lipides,Lipides.48,1.565,1.615,0.00241271,0.00182032,0.00200278,0.00153812,0.00059796,0.00135519,0.0017564,0.00111934,0.00160314,0.00190676,0.001557,0.00245715,0.00204731,0.00191691,0.00219976,0.00187707,0.00152023,0.00225342,0.0017,0.00094566,0.00204005,0.00228837,0.0013401,0.00192239,0.00146181,0.00168352,0.00255772,0.00186459,0.00158446,0.0034831,0.00124859,0.0015837,0.0014946,0.00160794,0.00153345,0.00194371,0.00185446,0.00125526,0.00189116,0.00174865,0.00149707,0.00172084,0.00187432,0.00130769,0.00183431,0.00193982,0.0016765,0.00193162,0.00251799,0.00154503,0.0020436
684,1.575,Lipides,Lipides,Lipides,Lipides.49,1.565,1.615,0.00205297,0.00157848,0.00189987,0.0012967,0.00058179,0.00127039,0.00148813,0.00098346,0.00150334,0.00161901,0.00139393,0.00227202,0.00176719,0.00170419,0.00209831,0.00163136,0.00127829,0.00213951,0.00142408,0.00085073,0.0019644,0.00190956,0.00117888,0.00173284,0.00131994,0.00151628,0.00237645,0.0015444,0.00134259,0.00312694,0.00107297,0.00137509,0.00131183,0.0014301,0.00139906,0.00185603,0.00156005,0.00111574,0.00184574,0.00146403,0.00129943,0.00158164,0.00165,0.00115519,0.00172364,0.00166647,0.00144589,0.00167988,0.00218044,0.00141996,0.00194319
685,1.565,Lipides,Lipides,Lipides,Lipides.50,1.565,1.615,0.00134089,0.00111753,0.00144304,0.00093224,0.00057838,0.00099013,0.00103912,0.00080954,0.00115582,0.00111418,0.00101068,0.00160041,0.00121253,0.00121927,0.00154897,0.00117034,0.00096463,0.00154365,0.0009604,0.0007345,0.00148386,0.00125413,0.00091091,0.0012523,0.00099555,0.00112556,0.0016806,0.00105824,0.00097888,0.00208778,0.00084977,0.00097601,0.00097282,0.00104944,0.00106678,0.00141104,0.00109504,0.00087329,0.00141309,0.0010059,0.00100158,0.00118232,0.00119383,0.00091291,0.0012689,0.00114993,0.00107091,0.00116856,0.0014456,0.001073,0.0014533
686,1.555,Lysine,Lysine,Lysine,,1.505,1.555,0.00081748,0.00078841,0.00096764,0.00068158,0.00057155,0.00073529,0.00074194,0.00067748,0.00082721,0.00076308,0.00072697,0.00098272,0.00080489,0.00080112,0.00097543,0.00080784,0.00071601,0.00097707,0.0006879,0.00062971,0.00095453,0.00078333,0.00070973,0.00084424,0.00074813,0.00080005,0.00103648,0.00074885,0.00071012,0.00120615,0.00069609,0.00068677,0.00070894,0.00075255,0.00075225,0.00092586,0.00076152,0.00068458,0.00095131,0.00069224,0.00074859,0.00083796,0.00083907,0.00075009,0.00086445,0.0007796,0.00076714,0.00079251,0.00086123,0.00077135,0.00095114
687,1.545,Lysine,Lysine,Lysine,,1.505,1.555,0.00061097,0.00061354,0.00068519,0.00058842,0.00055488,0.00058808,0.00062776,0.00058641,0.00062342,0.00060217,0.0005862,0.00062751,0.0006536,0.00059813,0.00063509,0.00064505,0.00059646,0.0006861,0.00058362,0.00057874,0.00064727,0.00060639,0.00059411,0.00061541,0.00067771,0.00064595,0.00070658,0.00063556,0.00059689,0.00074757,0.00062891,0.00055355,0.00057154,0.00060534,0.00060164,0.0006563,0.0006509,0.00059409,0.00066631,0.00056024,0.00062625,0.00065119,0.00067477,0.00062024,0.00061802,0.0006215,0.00061848,0.00060676,0.0006164,0.00061169,0.00066267
688,1.535,Lysine,Lysine,Lysine,,1.505,1.555,0.00052676,0.00052011,0.00057339,0.00054821,0.00048674,0.00049163,0.00057345,0.00050172,0.00050203,0.00053444,0.00049198,0.0004981,0.00056582,0.00052246,0.00050534,0.00057413,0.00052528,0.0005636,0.00053347,0.00047982,0.00050685,0.00052736,0.00051469,0.00050028,0.00059953,0.00057508,0.00057269,0.00058685,0.00052423,0.00058088,0.00058388,0.0004683,0.00048465,0.00055398,0.00051866,0.00053765,0.00057858,0.0005467,0.00052961,0.00048282,0.00054534,0.00054559,0.00057974,0.00054429,0.0004921,0.00056804,0.00052798,0.00053176,0.00053693,0.00051633,0.00053303
689,1.525,Lysine,Lysine,Lysine,,1.505,1.555,0.00053441,0.00051791,0.00056811,0.00054194,0.00050781,0.00053769,0.00059781,0.00052023,0.00053512,0.00055619,0.00049854,0.00051582,0.0005608,0.00052175,0.00051696,0.00056272,0.00053645,0.0005587,0.00053755,0.0004969,0.00053582,0.00050923,0.00050482,0.00052181,0.00063759,0.00056688,0.00059817,0.00058705,0.00053803,0.00055321,0.00059687,0.00047014,0.00051608,0.00053106,0.00050972,0.00053217,0.00057268,0.00056909,0.00054168,0.0004825,0.00056564,0.00055882,0.00057467,0.00054225,0.00050644,0.00057884,0.00050932,0.00055915,0.00052014,0.0005213,0.00054923
690,1.515,Lysine,Lysine,Lysine,,1.505,1.555,0.00055257,0.00058069,0.0006299,0.00057011,0.0005835,0.00059216,0.00060834,0.00054913,0.00059579,0.00057767,0.00054485,0.00057358,0.0006013,0.00055521,0.00054894,0.00060584,0.00060575,0.00061332,0.0005744,0.00056276,0.00059002,0.00053568,0.00055303,0.00058407,0.00066818,0.00060414,0.00066287,0.00062897,0.00059501,0.00057249,0.00062546,0.00051446,0.00056371,0.00058358,0.00055799,0.0005956,0.00059167,0.00064297,0.0005874,0.00050569,0.00059421,0.00063416,0.00061443,0.00057607,0.00055094,0.00059874,0.00056723,0.00061401,0.00055767,0.00057409,0.00058503
691,1.505,Lysine,Lysine,Lysine,,1.505,1.555,0.00067579,0.00072765,0.00077047,0.00068811,0.00073753,0.00075418,0.00072901,0.00070977,0.00073857,0.0007251,0.00073198,0.00070621,0.00073143,0.0007031,0.0006515,0.00074818,0.00080148,0.00077129,0.0007099,0.00072916,0.00072022,0.00066205,0.0007082,0.00074598,0.00079935,0.00076834,0.00078726,0.00075349,0.00077162,0.00069129,0.00077917,0.00065672,0.00072166,0.00072261,0.00070373,0.0007446,0.00071722,0.00081699,0.00074052,0.00062588,0.00077149,0.00080193,0.00074976,0.00074695,0.00068388,0.00071664,0.00068836,0.00077915,0.00068801,0.00072901,0.00074521
692,1.495,Alanine,Alanine,Alanine,,1.475,1.495,0.00303797,0.00190804,0.00188121,0.00286523,0.00164512,0.00163979,0.00341178,0.00188284,0.00171446,0.00245127,0.00208295,0.0018058,0.00208279,0.00206993,0.00154098,0.00282995,0.00261233,0.0019508,0.00215156,0.0016636,0.00158397,0.00237652,0.00186909,0.00180235,0.00284985,0.00225477,0.0018593,0.00241708,0.00172233,0.00152743,0.00296737,0.00194907,0.00166242,0.00300305,0.00212377,0.00183685,0.00273361,0.00177468,0.00182266,0.00288069,0.0025212,0.00191084,0.00225318,0.00197723,0.00152181,0.00276574,0.00209189,0.00217541,0.00285929,0.00208028,0.00195388
693,1.485,Alanine,Alanine,Alanine,,1.475,1.495,0.00268063,0.00181858,0.00182994,0.00259563,0.00166483,0.00160779,0.00306586,0.00187229,0.00167565,0.00222492,0.00202489,0.00180184,0.00192613,0.00200028,0.00152628,0.00256474,0.00251759,0.00193079,0.00196525,0.00164832,0.00158132,0.00217932,0.00182905,0.00176463,0.00256468,0.00218521,0.00184608,0.00214867,0.00166437,0.00151274,0.00271106,0.00188534,0.00163693,0.00281677,0.00209678,0.00179442,0.00248923,0.00174311,0.00179722,0.00262273,0.0023672,0.00188057,0.00209947,0.00194074,0.00152844,0.00244261,0.00198688,0.00210009,0.00250034,0.00201455,0.00191145
694,1.475,Alanine,Alanine,Alanine,,1.475,1.495,0.00155393,0.00101655,0.0010849,0.00145101,0.00105789,0.00104599,0.00159074,0.00102428,0.00101302,0.00151298,0.0010471,0.00097399,0.0013073,0.00109109,0.00096398,0.00158817,0.00115146,0.00107569,0.0013218,0.00102396,0.00101293,0.00118542,0.00101689,0.00099395,0.00154299,0.00114846,0.00105624,0.00145452,0.00104125,0.0009511,0.00150862,0.0010367,0.0010054,0.00134214,0.00107986,0.00105831,0.00150414,0.00110494,0.00107259,0.00143723,0.00122268,0.00108398,0.00126673,0.00106409,0.0009509,0.00159691,0.00113301,0.00111137,0.00158221,0.00108956,0.00108924
695,1.465,Lysine,Lysine,Lysine,,1.445,1.465,0.00085879,0.00084915,0.00094035,0.00095387,0.00093643,0.00093839,0.00098109,0.00088688,0.0009029,0.00096724,0.00084673,0.00085278,0.00092792,0.0008839,0.0008435,0.00092243,0.00092646,0.00093926,0.00095418,0.0008834,0.00091858,0.00082857,0.00086588,0.0008421,0.00104418,0.00091612,0.00094695,0.00094477,0.00090181,0.00082627,0.00096885,0.00087525,0.00088158,0.00090606,0.00090216,0.00091382,0.00098845,0.00097238,0.00095899,0.00084924,0.0009798,0.00097123,0.00094287,0.0009462,0.00086436,0.00098543,0.00092518,0.00095136,0.00087471,0.00092451,0.00092463
696,1.455,Lysine,Lysine,Lysine,,1.445,1.465,0.00083597,0.00082851,0.00090542,0.00091563,0.00089438,0.00088924,0.00091997,0.000861,0.00085009,0.00091579,0.0007961,0.00080258,0.00092027,0.00087678,0.00080559,0.00093568,0.00091878,0.00087655,0.00092179,0.00087278,0.00087937,0.00077193,0.00083269,0.00081413,0.00103067,0.00088363,0.0008926,0.00091378,0.0008631,0.00078015,0.00090583,0.00081908,0.00084338,0.00085977,0.00088655,0.00087127,0.00093326,0.00095718,0.00089392,0.00079173,0.00095497,0.00092473,0.00093761,0.0009417,0.00081501,0.00089918,0.00090445,0.0009108,0.00083372,0.00092369,0.0008648
697,1.445,Lysine,Lysine,Lysine,,1.445,1.465,0.00093273,0.00095011,0.00098369,0.0010102,0.00100356,0.00095311,0.00099823,0.00097832,0.00090437,0.00098933,0.0008994,0.00082087,0.00101884,0.00096786,0.00088755,0.00102298,0.00101148,0.00091665,0.00101703,0.00098537,0.00094151,0.00087847,0.00093209,0.00087006,0.00110494,0.00097134,0.00093053,0.00101431,0.00094936,0.00081774,0.00096363,0.00091562,0.00090255,0.00091898,0.00094628,0.00092882,0.00098993,0.00104998,0.00095995,0.00086829,0.00105036,0.00100788,0.0010306,0.00106837,0.00090271,0.00102032,0.00101166,0.00099461,0.00092644,0.0010451,0.00092788
698,1.435,U24,U24,U24,,1.435,1.435,0.00105831,0.00113373,0.00114116,0.00115086,0.0011869,0.00109751,0.00111743,0.00115454,0.0010696,0.00111079,0.00101447,0.00094484,0.0011931,0.00112736,0.00100833,0.00114844,0.00117619,0.00102257,0.00115884,0.00119593,0.00114643,0.00101508,0.00112387,0.0010048,0.00125027,0.00112205,0.00103953,0.00113514,0.00110967,0.00092865,0.00109809,0.00112839,0.0011011,0.00107957,0.00114762,0.00107791,0.00111894,0.00122242,0.00110247,0.00100627,0.00125922,0.00116641,0.00121495,0.00128958,0.0010577,0.00117442,0.0012131,0.00115182,0.00108116,0.00127535,0.00108682
699,1.425,U25,U25,U25,,1.425,1.425,0.00117067,0.0012494,0.00131222,0.00120213,0.00126295,0.00121538,0.00120176,0.00126513,0.00119417,0.00117903,0.00105329,0.00104581,0.00130974,0.00119662,0.0011051,0.00119717,0.00123993,0.00108392,0.00127877,0.00127224,0.00129974,0.00109511,0.00122201,0.00108976,0.00129678,0.00117049,0.00113983,0.0012157,0.00120899,0.00103652,0.00126533,0.00127905,0.00126982,0.00124612,0.00127359,0.00121462,0.00123226,0.00134841,0.00120858,0.0011514,0.00137988,0.00128983,0.00136602,0.00142934,0.00119074,0.00132106,0.00136417,0.00130364,0.00120539,0.00141385,0.00124976
700,1.415,U26,U26,U26,,1.415,1.415,0.00137668,0.00150243,0.0015993,0.00141187,0.00149515,0.00145586,0.00146968,0.00152915,0.00144272,0.00137186,0.00123362,0.00126301,0.00153846,0.00140357,0.00136504,0.00140285,0.00143716,0.00130421,0.00150324,0.00150021,0.00153671,0.00130276,0.00143501,0.00127023,0.0014882,0.00139594,0.0013665,0.00142776,0.00140519,0.00124729,0.0015258,0.00154723,0.00152646,0.0014679,0.00151267,0.00145824,0.00146525,0.00160972,0.00145221,0.00141294,0.00162771,0.0015335,0.00163803,0.00169666,0.00143892,0.00155319,0.00164204,0.00155792,0.00148185,0.00169805,0.00150187
701,1.405,U27,U27,U27,,1.405,1.405,0.00143918,0.00159963,0.00166358,0.00146713,0.00155884,0.00151312,0.00159479,0.00162496,0.0015601,0.00146524,0.00129635,0.00132071,0.00163291,0.00146477,0.00141701,0.00146987,0.00149057,0.00135971,0.00157202,0.00153858,0.00156189,0.00139062,0.00150574,0.00136154,0.00156767,0.0014988,0.001433,0.00154512,0.00153665,0.00138342,0.00166467,0.00169745,0.00165925,0.00160006,0.0016226,0.00158917,0.0015944,0.00171478,0.00153407,0.00152634,0.0017595,0.00162202,0.00172888,0.00176212,0.00152251,0.00168299,0.00177645,0.00169387,0.00157082,0.00181789,0.00160809
702,1.395,U28,U28,U28,,1.395,1.395,0.0013012,0.00146958,0.00148407,0.00131654,0.00139109,0.00134286,0.0013699,0.00141672,0.00137059,0.00131062,0.00119517,0.00123008,0.00149677,0.00138619,0.00130661,0.00132284,0.00138197,0.00127114,0.00138001,0.00136633,0.00139237,0.00128064,0.00133957,0.0012703,0.00141365,0.00139017,0.00136092,0.00140966,0.00139402,0.00133435,0.00145802,0.00146494,0.001434,0.00140782,0.00142749,0.0014341,0.00142741,0.00154648,0.00139233,0.00131721,0.00156043,0.00147453,0.001563,0.0015835,0.00136458,0.00146187,0.00153338,0.00149825,0.00136741,0.00158419,0.00140197
703,1.385,U29,U29,U29,,1.385,1.385,0.00129351,0.00135108,0.00137245,0.00118724,0.00115437,0.00117439,0.00118444,0.00117962,0.00118612,0.00123714,0.00111564,0.00125016,0.00143523,0.0013406,0.00128745,0.00124157,0.00128259,0.00127637,0.00126474,0.00119225,0.00131259,0.0012346,0.00118118,0.00119455,0.00128542,0.00127907,0.00137335,0.00132312,0.00123903,0.00140799,0.00118467,0.00124005,0.00117826,0.00121822,0.00120439,0.00125903,0.00129964,0.00136258,0.00126183,0.00116807,0.00137256,0.00137488,0.0014355,0.00139558,0.0012349,0.00131602,0.00130559,0.00135016,0.00133078,0.00135703,0.00122818
704,1.375,Lipides,Lipides,_-hydroxyisobutyric acid,Lipides.51,1.355,1.375,0.0016118,0.00158688,0.00162221,0.00132455,0.00105061,0.0012952,0.00132588,0.00119927,0.00134873,0.00143841,0.00130443,0.00166416,0.00165163,0.0015749,0.00158619,0.00146992,0.00145269,0.00161885,0.00141803,0.00120529,0.00157123,0.00160824,0.00129174,0.00147182,0.00137021,0.00147901,0.00180027,0.0015637,0.00142132,0.00204868,0.0012076,0.0013316,0.0013022,0.00138963,0.0013477,0.00148436,0.00148518,0.00144758,0.00149983,0.00133984,0.00147618,0.0015784,0.00163191,0.00146903,0.0014634,0.00153849,0.00145563,0.00159965,0.00168545,0.00144884,0.00148742
705,1.365,Lipides,Lipides,_-hydroxyisobutyric acid,Lipides.52,1.355,1.375,0.00236651,0.00230202,0.00242295,0.00194211,0.00136087,0.00197334,0.00200526,0.00167954,0.00204527,0.00206967,0.00195295,0.00277265,0.00218111,0.00212325,0.00225642,0.00209852,0.0020932,0.00260938,0.0019868,0.00160324,0.00256463,0.00246456,0.00191728,0.00240674,0.00189515,0.00222961,0.00294061,0.00228594,0.00234577,0.00356889,0.00176368,0.00223333,0.00213847,0.00200073,0.00200031,0.00238063,0.00217875,0.00199008,0.00227854,0.00196908,0.00217634,0.00242581,0.00220359,0.00194911,0.00218266,0.00218032,0.00219944,0.0024978,0.00247441,0.00210325,0.00240897
706,1.355,Lipides,Lipides,_-hydroxyisobutyric acid,Lipides.53,1.355,1.375,0.00322025,0.00288083,0.00296081,0.00227227,0.00113712,0.00209878,0.00258385,0.00182019,0.00254047,0.00276417,0.00250638,0.00355728,0.00282386,0.00266769,0.00301751,0.00269156,0.00247336,0.00326277,0.00244338,0.00160508,0.00294917,0.00322815,0.00219109,0.00307611,0.00226782,0.00265778,0.00368938,0.00290032,0.00265718,0.00480337,0.00196819,0.00234584,0.00229147,0.00238753,0.00219514,0.00282544,0.00270699,0.0021407,0.00284617,0.00240962,0.00232791,0.00276692,0.00273757,0.00215677,0.00263506,0.0027774,0.00252863,0.0029724,0.00334817,0.00241746,0.00297995
707,1.345,Lactate threonine lipides,Lactate+threonine+lipides,Lactate threonine lipides,,1.325,1.345,0.00695091,0.00706828,0.00678974,0.00713738,0.00512022,0.00649564,0.00731395,0.00592336,0.00724455,0.00573211,0.00706125,0.00862149,0.00548009,0.00667753,0.0074241,0.00655123,0.00799708,0.00855064,0.00521833,0.00518358,0.00697635,0.00757336,0.00657239,0.00757315,0.00628697,0.00678879,0.00860638,0.00636202,0.00614376,0.00901048,0.00551128,0.00736191,0.00615611,0.00530805,0.0064334,0.00647897,0.00540182,0.00582551,0.00793693,0.00594556,0.00668003,0.00836287,0.00573938,0.00710903,0.00713575,0.00588754,0.00604784,0.00796657,0.00624743,0.00659716,0.00761532
