,Shift,Metabolite,Peak name,Metabolite_Reannotated,Metabolite_name_R,Lower,Upper,W632_d0_TS,W632_d24_TS,W632_RB_TS,W636_d0_TR,W636_d24_TR,W636_RB_TR,W641_d0_TR,W641_d24_TR,W641_RB_TR,W642_d0_TR,W642_d24_TR,W642_RB_TR,W643_d0_TR,W643_d24_TR,W643_RB_TR,W646_d0_TS,W646_d24_TS,W646_RB_TS,W649_d0_TR,W649_d24_TR,W649_RB_TR,W652_d0_TS,W652_d24_TS,W652_RB_TS,W656_d0_TR,W656_d24_TR,W656_RB_TR,W661_d0_TR,W661_d24_TR,W661_RB_TR,W665_d0_TR,W665_d24_TR,W665_RB_TR,W666_d0_TS,W666_d24_TS,W666_RB_TS,W667_d0_TS,W667_d24_TS,W667_RB_TS,W668_d0_TS,W668_d24_TS,W668_RB_TS,W672_d0_TS,W672_d24_TS,W672_RB_TS,W675_d0_TS,W675_d24_TS,W675_RB_TS,W679_d0_TR,W679_d24_TR,W679_RB_TR 
487,3.545,Glucose,Glucose,Glucose,,3.455,3.555,0.00423726,0.0037746,0.00370389,0.00446186,0.00417166,0.00357044,0.00437113,0.0039297,0.00359678,0.00379127,0.00347115,0.00309442,0.00392,0.00371308,0.00376146,0.00449824,0.00370342,0.00346901,0.00440048,0.00429905,0.00344638,0.00395494,0.00400262,0.00345889,0.00436616,0.00342393,0.0029987,0.00457183,0.00352087,0.00303547,0.00453946,0.0040714,0.00410793,0.00449624,0.00412783,0.00357889,0.00438111,0.00382898,0.0034907,0.00434985,0.00425994,0.00372283,0.00427072,0.00397736,0.00355164,0.00425804,0.00422972,0.00379812,0.0037834,0.00400965,0.00352876
488,3.535,Glucose,Glucose,Glucose,,3.455,3.555,0.00474784,0.00369426,0.00361863,0.00481116,0.00402216,0.00339711,0.00467588,0.00368269,0.00344548,0.0041426,0.00339668,0.00287654,0.0042951,0.00365945,0.00365645,0.00500112,0.00347917,0.00327731,0.00478998,0.00412818,0.00325486,0.00415997,0.00384413,0.00330046,0.00473919,0.00340576,0.00281681,0.00512126,0.00343958,0.00294737,0.00496589,0.00399863,0.00395895,0.00466319,0.00394062,0.00347164,0.00486148,0.00372576,0.00329049,0.00475904,0.00421737,0.00350515,0.00454895,0.00373406,0.00333674,0.00486321,0.00436529,0.00366321,0.00430542,0.00392065,0.00345319
490,3.515,Glucose,Glucose,Glucose,,3.455,3.555,0.00427295,0.00374885,0.00367231,0.00455497,0.00419667,0.00361913,0.00436125,0.00381866,0.00365304,0.00373268,0.00357223,0.0030584,0.00392319,0.00375282,0.0037671,0.00450725,0.00364132,0.00351636,0.00442756,0.00426749,0.00341411,0.00404321,0.00401428,0.00352964,0.00436607,0.00339688,0.00297462,0.00466132,0.00365397,0.00309588,0.00464897,0.00406038,0.00421549,0.0046596,0.00418406,0.00362681,0.00440678,0.00388961,0.00346274,0.00447824,0.00429443,0.00361962,0.00436637,0.00399414,0.00356556,0.00433199,0.0043776,0.00393367,0.003851,0.00420076,0.00354522
491,3.505,Glucose,Glucose,Glucose,,3.455,3.555,0.00853377,0.00840325,0.00815551,0.00953779,0.00969971,0.00854975,0.00913749,0.00890234,0.00839194,0.00732755,0.00811645,0.00759261,0.0078145,0.00834588,0.00872432,0.0089092,0.00837194,0.00832781,0.00894651,0.01006539,0.00807617,0.00861013,0.00930984,0.00829407,0.00887888,0.00738726,0.00692522,0.0091985,0.00835475,0.00709566,0.00958154,0.00917763,0.00979652,0.01022048,0.00967016,0.00830174,0.00883627,0.00879031,0.00814253,0.00926814,0.00947961,0.0086957,0.00929068,0.00942594,0.00850948,0.00856827,0.00952325,0.00900291,0.00758058,0.00948615,0.00790902
492,3.495,Glucose,Glucose,Glucose,,3.455,3.555,0.00309857,0.00262208,0.00243337,0.00300559,0.00278996,0.00249349,0.00288662,0.00258543,0.00234854,0.00299641,0.00225119,0.00242536,0.00278113,0.00242379,0.00260431,0.00345765,0.00245853,0.00247159,0.00300242,0.00325029,0.00238808,0.00260078,0.0027521,0.0024625,0.00305154,0.00215178,0.00205781,0.00360055,0.00234427,0.00200576,0.00324203,0.00262133,0.00276002,0.00306117,0.00275908,0.00233834,0.00311496,0.00266529,0.00239144,0.00297527,0.00263971,0.00278499,0.002893,0.00282554,0.00252495,0.00309439,0.0027529,0.00247515,0.00282569,0.00260394,0.00231598
493,3.485,Glucose,Glucose,Glucose,,3.455,3.555,0.01112259,0.00973184,0.00940069,0.01195509,0.01104964,0.0095577,0.01148014,0.0100777,0.00954943,0.00965426,0.00930196,0.00815113,0.0101446,0.00969457,0.00990081,0.01169356,0.00944207,0.00923901,0.01152594,0.0113184,0.00899808,0.01060107,0.01057457,0.00926599,0.01134566,0.00876863,0.00767967,0.01210601,0.00951243,0.00807529,0.01220114,0.01072322,0.01107714,0.0122299,0.01100058,0.00940168,0.01148136,0.00996527,0.00907675,0.01182689,0.01109596,0.00955018,0.0113402,0.01046359,0.00937975,0.01126269,0.01141885,0.01019381,0.01003783,0.01092569,0.00923738
494,3.475,Glucose,Glucose,Glucose,,3.455,3.555,0.00758094,0.0069246,0.00667038,0.0082597,0.00805945,0.00711541,0.00787412,0.00730675,0.0069163,0.00670553,0.00662138,0.00633068,0.00690072,0.00686897,0.0071907,0.00804305,0.00688449,0.0069247,0.00785343,0.00837783,0.00668405,0.00729338,0.00771935,0.00684885,0.00782904,0.00614309,0.00564877,0.00834336,0.00682324,0.00583796,0.0084394,0.00765055,0.00806576,0.00858939,0.00799964,0.00681135,0.00789107,0.00721925,0.00668369,0.00813611,0.00773922,0.00720639,0.00786218,0.00777225,0.00701541,0.00769714,0.00800092,0.00733806,0.00684343,0.00771587,0.00658797
495,3.465,Glucose,Glucose,Glucose,,3.455,3.555,0.00792365,0.00687335,0.00665897,0.00853004,0.00781196,0.00666507,0.00823676,0.00717094,0.00674887,0.00689883,0.00657271,0.00567098,0.00725831,0.00681494,0.00694715,0.0083218,0.00666019,0.00644978,0.00825245,0.00800805,0.00633485,0.00754681,0.00745939,0.0065071,0.00809269,0.00621802,0.00536073,0.00860051,0.00670314,0.00572637,0.008742,0.00759225,0.00782053,0.00864006,0.00770582,0.00661374,0.00821881,0.00702032,0.00638489,0.00845673,0.00787672,0.00671208,0.00805651,0.00731662,0.00658973,0.00808168,0.00811794,0.00717875,0.00714892,0.00769999,0.00654178
496,3.455,Glucose,Glucose,Glucose,,3.455,3.555,0.00306422,0.00193629,0.00191048,0.00294536,0.00182907,0.00138463,0.00291093,0.00185765,0.00165267,0.00250797,0.00167272,0.00096308,0.00272052,0.0018911,0.0017075,0.0031766,0.00163419,0.00130713,0.00296791,0.00185986,0.00143048,0.00254123,0.00184783,0.00137878,0.00293496,0.00186323,0.00119812,0.00320507,0.001617,0.00139271,0.00304809,0.00202654,0.00178498,0.00258428,0.00178356,0.00160835,0.00306368,0.00173809,0.00140231,0.00294045,0.00231522,0.00140985,0.00268859,0.00149284,0.00135873,0.00313759,0.00241823,0.00174015,0.00269872,0.0018882,0.00176698
497,3.445,Glucose proline,Glucose+proline,Glucose proline,,3.395,3.445,0.0010624,0.00136981,0.00133298,0.00127476,0.00155785,0.00150931,0.00122277,0.00162486,0.00139773,0.00111653,0.0012398,0.00165363,0.00097838,0.00125671,0.0013952,0.001268,0.00144954,0.00156593,0.00113446,0.00176244,0.00149228,0.00121341,0.00160575,0.00150852,0.00124626,0.00105481,0.00129418,0.00121692,0.00127128,0.00117389,0.0012693,0.00132874,0.00162672,0.00137808,0.00153907,0.00132179,0.00119886,0.00143009,0.00150134,0.00117988,0.00132559,0.00175525,0.00128688,0.00176112,0.00163594,0.00105489,0.00128706,0.00147085,0.0009402,0.00138954,0.00127218
498,3.435,Glucose proline,Glucose+proline,Glucose proline,,3.395,3.445,0.00406024,0.00378844,0.00365321,0.00436149,0.00403111,0.00366459,0.00428217,0.00391472,0.00357198,0.00373092,0.00340112,0.00350662,0.00362946,0.00356101,0.0038241,0.00442758,0.00371149,0.00358439,0.00413261,0.00445637,0.00346368,0.00390478,0.00404741,0.00359257,0.00421736,0.00317716,0.00302492,0.00452891,0.0035541,0.00301712,0.00444182,0.0038111,0.00417524,0.00441807,0.00396355,0.00345598,0.0042486,0.00382928,0.00359147,0.00420633,0.00401651,0.0039476,0.00418115,0.00409821,0.00371447,0.00406515,0.00412318,0.00387298,0.00367226,0.00394495,0.00343264
499,3.425,Glucose proline,Glucose+proline,Glucose proline,,3.395,3.445,0.01352914,0.01193628,0.01148498,0.01452017,0.01344153,0.01161021,0.01398876,0.01232075,0.01166874,0.01161094,0.01138413,0.00979859,0.01219297,0.0118798,0.01188987,0.01414777,0.01159162,0.01127856,0.01391165,0.01364437,0.01090808,0.01293535,0.01282155,0.01125904,0.01378514,0.01065795,0.00941835,0.01452129,0.01158078,0.00983002,0.01479501,0.01302238,0.0135084,0.01480936,0.0133797,0.0114421,0.01395705,0.01213333,0.01103548,0.01426984,0.0134691,0.01138729,0.01368825,0.01267784,0.0113842,0.01350748,0.01384017,0.0124208,0.0120744,0.01330872,0.01130002
500,3.415,Glucose proline,Glucose+proline,Glucose proline,,3.395,3.445,0.010666,0.00988738,0.00947689,0.0117059,0.01129997,0.0098272,0.01131598,0.01044522,0.00969816,0.00940393,0.0094492,0.00861672,0.00971249,0.00980549,0.01005884,0.01126274,0.00976853,0.00953746,0.01116548,0.0116944,0.00919493,0.0105192,0.0108249,0.00952209,0.01100351,0.00870635,0.00793957,0.01149226,0.00967019,0.00817515,0.01184751,0.01079275,0.01122209,0.0120834,0.01119414,0.00953255,0.01117943,0.01016355,0.00928038,0.0115428,0.0111203,0.00989085,0.01099777,0.01075932,0.00971876,0.01072182,0.01136455,0.01032923,0.00958376,0.01096248,0.00932156
501,3.405,Glucose proline,Glucose+proline,Glucose proline,,3.395,3.445,0.00581687,0.00413152,0.0039224,0.00576084,0.00443859,0.00365869,0.00567342,0.00408541,0.0038001,0.00508224,0.00378897,0.00296923,0.00513148,0.00403997,0.00394087,0.00608306,0.00380537,0.00352015,0.00574176,0.00462472,0.00349315,0.0048846,0.00430046,0.00355066,0.00568819,0.003888,0.00300282,0.00620662,0.00379981,0.00320152,0.00603675,0.00448579,0.00428165,0.0054006,0.0043881,0.00370122,0.00586758,0.00403484,0.0034859,0.00579085,0.00467943,0.00365097,0.00523087,0.00396467,0.00355153,0.00587681,0.00494789,0.00393865,0.00519844,0.00435256,0.00384773
502,3.395,Glucose proline,Glucose+proline,Glucose proline,,3.395,3.445,0.00400392,0.00336079,0.00322776,0.00431637,0.00395126,0.00335206,0.00418933,0.00357093,0.00337092,0.00346404,0.00326628,0.00280797,0.00364255,0.00340717,0.00338921,0.00416355,0.00330966,0.0032125,0.00412351,0.00395459,0.00311524,0.00381911,0.0037144,0.00319143,0.00413899,0.00314055,0.002698,0.00425623,0.00332926,0.00282024,0.00447986,0.00380946,0.00381586,0.0042888,0.00388602,0.00325431,0.0042052,0.00349143,0.00311502,0.00433931,0.00390885,0.0032695,0.00397959,0.0035972,0.00325466,0.0041399,0.00404751,0.0034874,0.00363049,0.00379669,0.00323993
503,3.385,U22,U22,U22,,3.385,3.385,0.00087523,0.00065657,0.0005913,0.00096567,0.00082745,0.00061428,0.00097475,0.00074075,0.00063129,0.0008459,0.0006698,0.00047714,0.00084126,0.00065388,0.00057114,0.00093589,0.00069194,0.00057558,0.0009482,0.00081184,0.0005744,0.00082598,0.00076307,0.00056677,0.00102331,0.00070524,0.00052418,0.00087092,0.00068646,0.00052217,0.0009672,0.00077755,0.00064077,0.00079967,0.00077339,0.00058093,0.00095794,0.00071555,0.00054106,0.00098455,0.00084391,0.00058649,0.00078057,0.00064464,0.00058998,0.00097251,0.00082417,0.0006129,0.00081105,0.00071693,0.00060871
504,3.375,Proline,Proline,Proline,,3.375,3.375,0.00053284,0.00039903,0.00037568,0.00058067,0.00051933,0.00040583,0.00059454,0.0004366,0.00039867,0.00046855,0.00039176,0.00031649,0.00047212,0.00040207,0.00035619,0.00055169,0.00046094,0.00038516,0.00051577,0.00047545,0.0003666,0.00052487,0.0004613,0.00035798,0.00062079,0.00042632,0.00034158,0.00054722,0.00041918,0.00035336,0.00066212,0.00050416,0.00043709,0.00052731,0.00050989,0.00039298,0.0006169,0.00044652,0.0003625,0.00061425,0.00054189,0.00039281,0.00051183,0.00042522,0.00038388,0.00063749,0.00055874,0.00043328,0.00049914,0.00047352,0.00039039
505,3.365,Methanol,Methanol,Methanol,,3.365,3.365,0.00066115,0.00076426,0.00065776,0.00083348,0.00153594,0.00079541,0.00078585,0.00090584,0.00139742,0.00064034,0.00118591,0.00073332,0.00063611,0.00112116,0.00109325,0.00075795,0.00096829,0.00085453,0.000704,0.00114561,0.00070596,0.00067114,0.0009565,0.0006411,0.00079318,0.00100296,0.00063475,0.00070771,0.00083244,0.00067316,0.00080924,0.00080424,0.00058092,0.00068501,0.00088845,0.00056972,0.00074751,0.00075131,0.00062503,0.00068853,0.00080101,0.00063947,0.00070762,0.0007664,0.000695,0.00071195,0.00072138,0.00060217,0.00061146,0.00096398,0.00111905
506,3.355,Proline,Proline,Proline,,3.325,3.355,0.00056463,0.00041257,0.0004385,0.00069109,0.00056766,0.00043559,0.00071257,0.00049637,0.00047113,0.00056368,0.00047754,0.00037985,0.00052227,0.00048014,0.00039402,0.00063346,0.00052581,0.00043175,0.00059982,0.00050724,0.00041164,0.00053416,0.00049508,0.00039846,0.00064081,0.00046885,0.00038678,0.00062895,0.00046132,0.00039057,0.00068802,0.00044628,0.00040362,0.00052586,0.0004923,0.00040919,0.00067621,0.00046015,0.0003992,0.00057334,0.00050279,0.00040735,0.00056472,0.00045544,0.00038321,0.00061212,0.00048634,0.00045196,0.00053812,0.00048892,0.00046246
507,3.345,Proline,Proline,Proline,,3.325,3.355,0.00045449,0.00038702,0.00037802,0.00051172,0.00045946,0.00041278,0.00050097,0.00039525,0.00041205,0.00043734,0.00040753,0.00035041,0.00041071,0.00037904,0.00034095,0.00047803,0.00045569,0.00041164,0.00044265,0.00039025,0.00036475,0.00044567,0.00044424,0.000382,0.00051431,0.00043305,0.0003652,0.00046041,0.00040511,0.00032811,0.00056831,0.00037825,0.00038466,0.00046171,0.00043051,0.00039071,0.00049514,0.00044099,0.00035963,0.00047109,0.00042825,0.00039028,0.00043595,0.00037887,0.00036118,0.00048384,0.00039012,0.00039953,0.00043255,0.0003906,0.00037767
508,3.335,Proline,Proline,Proline,,3.325,3.355,0.00040858,0.00032611,0.00034742,0.00047813,0.00040914,0.00036063,0.00047244,0.0003455,0.00033392,0.00039363,0.00032322,0.00029318,0.000367,0.00032343,0.00029034,0.00043817,0.00037851,0.00034905,0.00041962,0.00037425,0.00030588,0.00039024,0.00035196,0.00032149,0.00050004,0.00035616,0.0003202,0.00044772,0.00033336,0.00030278,0.00046741,0.00032977,0.00032453,0.00037647,0.00037641,0.00031696,0.00046875,0.00037797,0.00032191,0.0004065,0.00040234,0.0003354,0.00040231,0.00035271,0.00032441,0.00042981,0.00039567,0.00036749,0.00036234,0.0003602,0.00032201
509,3.325,Proline,Proline,Proline,,3.325,3.355,0.00027039,0.00025327,0.00025844,0.00032476,0.00025514,0.00026499,0.00033087,0.00023838,0.00025764,0.00025294,0.00022707,0.00022526,0.00024848,0.00022986,0.00020119,0.00031057,0.00027827,0.00025006,0.00027924,0.00027462,0.00023187,0.00026195,0.00025143,0.0002411,0.00035829,0.00023202,0.00024253,0.00030476,0.0002385,0.00023254,0.00035409,0.00023517,0.00023396,0.00027116,0.00027688,0.00024622,0.0003089,0.00029968,0.00025547,0.0002788,0.00030576,0.00027242,0.00030848,0.00025823,0.00024074,0.00030449,0.00029131,0.00029589,0.00024931,0.00026807,0.00023995
511,3.305,Phenylalanine,Phenylalanine,Phenylalanine,,3.285,3.305,0.00052981,0.0005352,0.00050641,0.0006664,0.00064225,0.00053253,0.00058838,0.00055813,0.0004816,0.00053768,0.00051242,0.0004698,0.00049695,0.00047839,0.00041514,0.00057534,0.00062906,0.00050248,0.00059176,0.00059535,0.00047949,0.00052718,0.00061065,0.00047266,0.00061591,0.00052998,0.00045603,0.00062352,0.00057233,0.00043292,0.00066359,0.00056212,0.00048476,0.00060794,0.00054145,0.00047652,0.00059593,0.00063204,0.00051228,0.00052177,0.00062239,0.00054686,0.0005852,0.00060705,0.00047241,0.00056505,0.000622,0.00051107,0.00047861,0.00056413,0.00043125
512,3.295,Phenylalanine,Phenylalanine,Phenylalanine,,3.285,3.305,0.00055838,0.00058195,0.00055715,0.00061468,0.00064066,0.00055341,0.00053164,0.0005806,0.00051603,0.00058117,0.00053268,0.00052364,0.00053451,0.0005545,0.0004786,0.000611,0.00063225,0.00055846,0.00057695,0.00065307,0.0005272,0.00053234,0.00058518,0.00052121,0.00064026,0.00053346,0.00052146,0.00061875,0.00057852,0.00047312,0.00061316,0.00053502,0.00053014,0.00060389,0.00059223,0.00052971,0.00056145,0.0006727,0.00056139,0.00055653,0.00065522,0.00063838,0.0005776,0.00065545,0.00052685,0.00055449,0.00058951,0.00058808,0.00049581,0.00060782,0.00049327
513,3.285,Phenylalanine,Phenylalanine,Phenylalanine,,3.285,3.305,0.00065341,0.00073964,0.00078871,0.00079963,0.00075715,0.00072681,0.00075362,0.00073244,0.00071257,0.00078334,0.00072658,0.000748,0.0006667,0.00065142,0.0006409,0.0008847,0.00083185,0.00078088,0.00076547,0.00085158,0.00072199,0.00075355,0.00080907,0.00076746,0.00083481,0.00068818,0.00071164,0.00086599,0.00075952,0.00063201,0.00076458,0.00065379,0.0007967,0.00076917,0.00071349,0.00073613,0.00077829,0.00085023,0.00079638,0.0006726,0.00081859,0.00087691,0.00081688,0.00085154,0.00076145,0.00077051,0.00083865,0.00091272,0.00067394,0.00078912,0.00069708
514,3.275,Glucose Betaine,Glucose+Betaine,Glucose Betaine,,3.275,3.275,0.0048144,0.00561017,0.00555158,0.00680989,0.00699275,0.00651069,0.00585753,0.00619547,0.00577698,0.0052787,0.00610424,0.00629033,0.00441301,0.00527139,0.00554998,0.005808,0.00706124,0.00630543,0.00623385,0.00692756,0.00596228,0.00524527,0.00680367,0.00620141,0.00597161,0.00564742,0.00558819,0.00595158,0.00627833,0.0050294,0.00547672,0.00652138,0.00670845,0.00652843,0.00683331,0.00551832,0.00507744,0.00656041,0.00584792,0.00513044,0.00701529,0.00627073,0.0057062,0.00686963,0.00605735,0.00449501,0.00639793,0.00632042,0.00461726,0.00642214,0.00540455
515,3.265,Glucose,Glucose,Trimethylamine N-oxide,,3.245,3.265,0.0047788,0.00284111,0.00273673,0.00500701,0.00299655,0.0020484,0.00476657,0.00272432,0.00222566,0.00426395,0.00275133,0.00184536,0.00436906,0.0028607,0.00242854,0.00503879,0.00262031,0.00206337,0.00499464,0.00333562,0.00215465,0.00365799,0.00268761,0.00214763,0.00460031,0.00295349,0.00199333,0.0052579,0.002391,0.00197768,0.00465792,0.00282704,0.00239961,0.00380196,0.00256667,0.00234568,0.00445454,0.00258805,0.00201845,0.00405908,0.00336682,0.0023443,0.00383857,0.00243148,0.00192282,0.00432307,0.00329981,0.00238623,0.00405856,0.00262172,0.00232878
516,3.255,Glucose,Glucose,Trimethylamine N-oxide,,3.245,3.265,0.01125272,0.01007394,0.00988469,0.01208096,0.01131954,0.01006692,0.01163616,0.01052225,0.01002683,0.00998977,0.00979766,0.00881522,0.01031692,0.01001541,0.01007325,0.01176346,0.00997865,0.00987348,0.01161783,0.01148032,0.00938944,0.01072258,0.01089436,0.00997228,0.01151883,0.0092457,0.00837564,0.01214056,0.00995301,0.00846881,0.01222364,0.01082671,0.01144072,0.01227869,0.01119392,0.01000364,0.01144953,0.01036675,0.00951909,0.01173563,0.01122961,0.01005033,0.01146311,0.01082769,0.00990715,0.01123943,0.01153157,0.01061634,0.01018652,0.0109853,0.00964965
517,3.245,Glucose,Glucose,Glucose,,3.245,3.265,0.00551792,0.00637399,0.00629092,0.0061015,0.00682259,0.00656092,0.00577254,0.00657516,0.00654166,0.00538583,0.00640031,0.00616459,0.00540616,0.00596019,0.00598701,0.00572364,0.00644864,0.00645768,0.00584271,0.0068356,0.00605554,0.00580295,0.00672229,0.00698995,0.0058352,0.00591542,0.00569847,0.00584933,0.00642857,0.00529857,0.00623487,0.00618988,0.00725578,0.00644054,0.00658558,0.00651877,0.0054991,0.00661456,0.00621141,0.00587338,0.00633499,0.006759,0.00603291,0.00672594,0.00642317,0.00525408,0.00635044,0.0065699,0.00512931,0.00646393,0.00623435
518,3.235,Choline,Choline,Choline,,3.195,3.235,0.00887224,0.01181447,0.01131109,0.00773951,0.00998834,0.01110852,0.00792573,0.01048264,0.01157996,0.00942023,0.01188112,0.01198001,0.00860622,0.0086693,0.00862103,0.00868353,0.01140825,0.01092866,0.00842346,0.00800832,0.01002765,0.00864296,0.01083712,0.01349416,0.00837558,0.01071767,0.01094447,0.00886465,0.01156681,0.00906202,0.01083737,0.00904062,0.01223886,0.01003578,0.00901483,0.01220806,0.00775212,0.01044255,0.01017001,0.00891463,0.00790178,0.01094712,0.00893385,0.00911989,0.01027605,0.00852192,0.0084622,0.01045315,0.01058031,0.00845456,0.01090622
519,3.225,Choline,Choline,Choline,,3.195,3.235,0.02393406,0.03246248,0.03154796,0.02062416,0.03274153,0.03348351,0.02115545,0.03183397,0.03406328,0.02645383,0.03719063,0.03336641,0.02704658,0.02868089,0.02697463,0.02372139,0.03254139,0.03175144,0.02275453,0.02266831,0.02951511,0.02592069,0.03112635,0.0355079,0.0230045,0.03385693,0.03197314,0.0231882,0.03590898,0.02762555,0.02790874,0.0272259,0.03201096,0.02760772,0.02798407,0.03349453,0.02039843,0.03223429,0.0296445,0.02538722,0.02375895,0.0305568,0.02450931,0.02737524,0.03033354,0.02281042,0.02429266,0.03012616,0.02692988,0.02616475,0.02927303
520,3.215,Choline,Choline,Choline,,3.195,3.235,0.01511508,0.01589927,0.01744103,0.0189657,0.02076289,0.02136384,0.01720591,0.01813408,0.01957255,0.02124717,0.01856725,0.0167769,0.01975962,0.01821146,0.01679959,0.01843621,0.0160923,0.01647952,0.01956834,0.01830362,0.01660065,0.01563494,0.01720198,0.01768246,0.01929202,0.01747489,0.01629086,0.01813071,0.01885207,0.01627928,0.01584797,0.0168954,0.01764576,0.01381775,0.01580685,0.01658198,0.01734416,0.01836091,0.01819378,0.01717943,0.01762869,0.0169708,0.01574482,0.01740394,0.0189333,0.01708706,0.01865572,0.01915943,0.01580678,0.01766692,0.01688621
521,3.205,Choline,Choline,Choline,,3.195,3.235,0.00465373,0.00466204,0.0051088,0.00644934,0.00637516,0.00660778,0.00559657,0.00540685,0.00585625,0.0066392,0.00531363,0.00498128,0.00595909,0.00537897,0.00491699,0.0056475,0.00490605,0.00495683,0.00639107,0.00619112,0.00507717,0.00469368,0.00521836,0.00513259,0.00630207,0.00511792,0.00474592,0.00549069,0.00539093,0.00475824,0.00510638,0.00530291,0.00550038,0.00430815,0.00487435,0.00494708,0.00570914,0.00541386,0.00554447,0.00545003,0.00559789,0.00516776,0.00476956,0.0053223,0.00578802,0.00561813,0.00616456,0.00597794,0.00491904,0.00546634,0.00527103
522,3.195,Choline,Choline,Choline,,3.195,3.235,0.00228911,0.00219169,0.00227213,0.00287754,0.00294794,0.00278336,0.00255325,0.00262251,0.00259659,0.00287931,0.00243889,0.00217212,0.00275977,0.00252616,0.00222379,0.00259128,0.00240746,0.00220695,0.0029326,0.0029493,0.00242451,0.00228701,0.00248197,0.00227212,0.00288758,0.0024629,0.00216324,0.00246244,0.0023765,0.00206274,0.00263112,0.00255092,0.00247077,0.0021584,0.00238132,0.00224955,0.00268983,0.00243444,0.00241775,0.00267681,0.00259061,0.00229781,0.00229119,0.00245815,0.0025391,0.00279911,0.00271957,0.0025129,0.00237789,0.00244538,0.00228093
523,3.185,Histidine,Histidine,Histidine,,3.175,3.185,0.00160692,0.00150448,0.00147855,0.00190759,0.0019188,0.00171647,0.00172783,0.00168771,0.00163546,0.00181563,0.00163607,0.00134248,0.00183015,0.00170876,0.00144603,0.00175565,0.00160135,0.00139451,0.00191402,0.00189186,0.00153609,0.00156371,0.00163585,0.00144727,0.00195925,0.00174931,0.00141113,0.00160676,0.00156865,0.00129406,0.00184256,0.00170163,0.00154175,0.00152491,0.00164789,0.00147864,0.00182112,0.0016298,0.00150635,0.00183513,0.00172332,0.00146071,0.00155891,0.00160107,0.00159058,0.00184369,0.00178293,0.00154216,0.00160111,0.00161461,0.00147573
